State,District ,Crop,Season
Andhra Pradesh,WARANGAL,Maize,Kharif     
Andhra Pradesh,WEST GODAVARI,Maize,Kharif     
Andhra Pradesh,ADILABAD,Masoor,Kharif     
Andhra Pradesh,ANANTAPUR,Masoor,Kharif     
Andhra Pradesh,CHITTOOR,Masoor,Kharif     
Andhra Pradesh,EAST GODAVARI,Masoor,Kharif     
Andhra Pradesh,GUNTUR,Masoor,Kharif     
Andhra Pradesh,KADAPA,Masoor,Kharif     
Andhra Pradesh,KARIMNAGAR,Masoor,Kharif     
Andhra Pradesh,KHAMMAM,Masoor,Kharif     
Andhra Pradesh,KRISHNA,Masoor,Kharif     
Andhra Pradesh,KURNOOL,Masoor,Kharif     
Andhra Pradesh,MAHBUBNAGAR,Masoor,Kharif     
Andhra Pradesh,MEDAK,Masoor,Kharif     
Andhra Pradesh,NALGONDA,Masoor,Kharif     
Andhra Pradesh,NIZAMABAD,Masoor,Kharif     
Andhra Pradesh,PRAKASAM,Masoor,Kharif     
Andhra Pradesh,RANGAREDDI,Masoor,Kharif     
Andhra Pradesh,SPSR NELLORE,Masoor,Kharif     
Andhra Pradesh,SRIKAKULAM,Masoor,Kharif     
Andhra Pradesh,VISAKHAPATANAM,Masoor,Kharif     
Andhra Pradesh,VIZIANAGARAM,Masoor,Kharif     
Andhra Pradesh,WARANGAL,Masoor,Kharif     
Andhra Pradesh,WEST GODAVARI,Masoor,Kharif     
Andhra Pradesh,ADILABAD,Mesta,Kharif     
Andhra Pradesh,ANANTAPUR,Mesta,Kharif     
Andhra Pradesh,CHITTOOR,Mesta,Kharif     
Andhra Pradesh,EAST GODAVARI,Mesta,Kharif     
Andhra Pradesh,GUNTUR,Mesta,Kharif     
Andhra Pradesh,KADAPA,Mesta,Kharif     
Andhra Pradesh,KHAMMAM,Mesta,Kharif     
Andhra Pradesh,KRISHNA,Mesta,Kharif     
Andhra Pradesh,KURNOOL,Mesta,Kharif     
Andhra Pradesh,MAHBUBNAGAR,Mesta,Kharif     
Andhra Pradesh,MEDAK,Mesta,Kharif     
Andhra Pradesh,NALGONDA,Mesta,Kharif     
Andhra Pradesh,NIZAMABAD,Mesta,Kharif     
Andhra Pradesh,PRAKASAM,Mesta,Kharif     
Andhra Pradesh,RANGAREDDI,Mesta,Kharif     
Andhra Pradesh,SPSR NELLORE,Mesta,Kharif     
Andhra Pradesh,SRIKAKULAM,Mesta,Kharif     
Andhra Pradesh,VISAKHAPATANAM,Mesta,Kharif     
Andhra Pradesh,VIZIANAGARAM,Mesta,Kharif     
Andhra Pradesh,WARANGAL,Mesta,Kharif     
Andhra Pradesh,ADILABAD,Moong(Green Gram),Kharif     
Andhra Pradesh,ANANTAPUR,Moong(Green Gram),Kharif     
Andhra Pradesh,CHITTOOR,Moong(Green Gram),Kharif     
Andhra Pradesh,EAST GODAVARI,Moong(Green Gram),Rabi       
Andhra Pradesh,GUNTUR,Moong(Green Gram),Kharif     
Andhra Pradesh,KADAPA,Moong(Green Gram),Kharif     
Andhra Pradesh,KARIMNAGAR,Moong(Green Gram),Kharif     
Andhra Pradesh,KHAMMAM,Moong(Green Gram),Kharif     
Andhra Pradesh,KRISHNA,Moong(Green Gram),Kharif     
Andhra Pradesh,KURNOOL,Moong(Green Gram),Kharif     
Andhra Pradesh,MAHBUBNAGAR,Moong(Green Gram),Kharif     
Andhra Pradesh,MEDAK,Moong(Green Gram),Kharif     
Andhra Pradesh,NALGONDA,Moong(Green Gram),Kharif     
Andhra Pradesh,NIZAMABAD,Moong(Green Gram),Kharif     
Andhra Pradesh,PRAKASAM,Moong(Green Gram),Kharif     
Andhra Pradesh,RANGAREDDI,Moong(Green Gram),Kharif     
Andhra Pradesh,SPSR NELLORE,Moong(Green Gram),Kharif     
Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),Kharif     
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),Kharif     
Andhra Pradesh,VIZIANAGARAM,Moong(Green Gram),Kharif     
Andhra Pradesh,WARANGAL,Moong(Green Gram),Kharif     
Andhra Pradesh,WEST GODAVARI,Moong(Green Gram),Rabi       
Andhra Pradesh,EAST GODAVARI,Niger seed,Kharif     
Andhra Pradesh,KURNOOL,Niger seed,Kharif     
Andhra Pradesh,MEDAK,Niger seed,Kharif     
Andhra Pradesh,PRAKASAM,Niger seed,Kharif     
Andhra Pradesh,RANGAREDDI,Niger seed,Kharif     
Andhra Pradesh,VISAKHAPATANAM,Niger seed,Kharif     
Andhra Pradesh,VIZIANAGARAM,Niger seed,Kharif     
Andhra Pradesh,ANANTAPUR,Oilseeds total,Kharif     
Andhra Pradesh,CHITTOOR,Oilseeds total,Kharif     
Andhra Pradesh,EAST GODAVARI,Oilseeds total,Kharif     
Andhra Pradesh,GUNTUR,Oilseeds total,Kharif     
Andhra Pradesh,KADAPA,Oilseeds total,Kharif     
Andhra Pradesh,KRISHNA,Oilseeds total,Kharif     
Andhra Pradesh,KURNOOL,Oilseeds total,Kharif     
Andhra Pradesh,PRAKASAM,Oilseeds total,Kharif     
Andhra Pradesh,SPSR NELLORE,Oilseeds total,Kharif     
Andhra Pradesh,SRIKAKULAM,Oilseeds total,Kharif     
Andhra Pradesh,VISAKHAPATANAM,Oilseeds total,Kharif     
Andhra Pradesh,VIZIANAGARAM,Oilseeds total,Kharif     
Andhra Pradesh,WEST GODAVARI,Oilseeds total,Kharif     
Andhra Pradesh,ADILABAD,Onion,Whole Year 
Andhra Pradesh,ANANTAPUR,Onion,Whole Year 
Andhra Pradesh,CHITTOOR,Onion,Whole Year 
Andhra Pradesh,EAST GODAVARI,Onion,Whole Year 
Andhra Pradesh,GUNTUR,Onion,Whole Year 
Andhra Pradesh,KADAPA,Onion,Whole Year 
Andhra Pradesh,KARIMNAGAR,Onion,Whole Year 
Andhra Pradesh,KHAMMAM,Onion,Rabi       
Andhra Pradesh,KRISHNA,Onion,Whole Year 
Andhra Pradesh,KURNOOL,Onion,Whole Year 
Andhra Pradesh,MAHBUBNAGAR,Onion,Whole Year 
Andhra Pradesh,MEDAK,Onion,Whole Year 
Andhra Pradesh,NALGONDA,Onion,Rabi       
Andhra Pradesh,NIZAMABAD,Onion,Whole Year 
Andhra Pradesh,PRAKASAM,Onion,Whole Year 
Andhra Pradesh,RANGAREDDI,Onion,Whole Year 
Andhra Pradesh,SPSR NELLORE,Onion,Whole Year 
Andhra Pradesh,SRIKAKULAM,Onion,Whole Year 
Andhra Pradesh,VISAKHAPATANAM,Onion,Whole Year 
Andhra Pradesh,VIZIANAGARAM,Onion,Whole Year 
Andhra Pradesh,WARANGAL,Onion,Whole Year 
Andhra Pradesh,WEST GODAVARI,Onion,Rabi       
Andhra Pradesh,ADILABAD,Other  Rabi pulses,Rabi       
Andhra Pradesh,ANANTAPUR,Other  Rabi pulses,Rabi       
Andhra Pradesh,CHITTOOR,Other  Rabi pulses,Rabi       
Andhra Pradesh,EAST GODAVARI,Other  Rabi pulses,Rabi       
Andhra Pradesh,KADAPA,Other  Rabi pulses,Rabi       
Andhra Pradesh,KARIMNAGAR,Other  Rabi pulses,Rabi       
Andhra Pradesh,KHAMMAM,Other  Rabi pulses,Rabi       
Andhra Pradesh,KRISHNA,Other  Rabi pulses,Rabi       
Andhra Pradesh,KURNOOL,Other  Rabi pulses,Rabi       
Andhra Pradesh,MAHBUBNAGAR,Other  Rabi pulses,Rabi       
Andhra Pradesh,MEDAK,Other  Rabi pulses,Rabi       
Andhra Pradesh,NALGONDA,Other  Rabi pulses,Rabi       
Andhra Pradesh,NIZAMABAD,Other  Rabi pulses,Rabi       
Andhra Pradesh,PRAKASAM,Other  Rabi pulses,Rabi       
Andhra Pradesh,SPSR NELLORE,Other  Rabi pulses,Rabi       
Andhra Pradesh,SRIKAKULAM,Other  Rabi pulses,Rabi       
Andhra Pradesh,VISAKHAPATANAM,Other  Rabi pulses,Rabi       
Andhra Pradesh,VIZIANAGARAM,Other  Rabi pulses,Rabi       
Andhra Pradesh,WARANGAL,Other  Rabi pulses,Rabi       
Andhra Pradesh,WEST GODAVARI,Other  Rabi pulses,Rabi       
Andhra Pradesh,ADILABAD,Other Kharif pulses,Kharif     
Andhra Pradesh,ANANTAPUR,Other Kharif pulses,Kharif     
Andhra Pradesh,CHITTOOR,Other Kharif pulses,Kharif     
Andhra Pradesh,EAST GODAVARI,Other Kharif pulses,Kharif     
Andhra Pradesh,KADAPA,Other Kharif pulses,Kharif     
Andhra Pradesh,KARIMNAGAR,Other Kharif pulses,Kharif     
Andhra Pradesh,KHAMMAM,Other Kharif pulses,Kharif     
Andhra Pradesh,KRISHNA,Other Kharif pulses,Kharif     
Andhra Pradesh,KURNOOL,Other Kharif pulses,Kharif     
Andhra Pradesh,MAHBUBNAGAR,Other Kharif pulses,Kharif     
Andhra Pradesh,MEDAK,Other Kharif pulses,Kharif     
Andhra Pradesh,NALGONDA,Other Kharif pulses,Kharif     
Andhra Pradesh,NIZAMABAD,Other Kharif pulses,Kharif     
Andhra Pradesh,PRAKASAM,Other Kharif pulses,Kharif     
Andhra Pradesh,RANGAREDDI,Other Kharif pulses,Kharif     
Andhra Pradesh,SPSR NELLORE,Other Kharif pulses,Kharif     
Andhra Pradesh,SRIKAKULAM,Other Kharif pulses,Kharif     
Andhra Pradesh,VISAKHAPATANAM,Other Kharif pulses,Kharif     
Andhra Pradesh,VIZIANAGARAM,Other Kharif pulses,Kharif     
Andhra Pradesh,WARANGAL,Other Kharif pulses,Kharif     
Andhra Pradesh,WEST GODAVARI,Other Kharif pulses,Kharif     
Andhra Pradesh,ADILABAD,other oilseeds,Rabi       
Andhra Pradesh,ANANTAPUR,other oilseeds,Kharif     
Andhra Pradesh,CHITTOOR,other oilseeds,Rabi       
Andhra Pradesh,EAST GODAVARI,other oilseeds,Rabi       
Andhra Pradesh,GUNTUR,other oilseeds,Rabi       
Andhra Pradesh,KADAPA,other oilseeds,Rabi       
Andhra Pradesh,KARIMNAGAR,other oilseeds,Rabi       
Andhra Pradesh,KHAMMAM,other oilseeds,Rabi       
Andhra Pradesh,KRISHNA,other oilseeds,Rabi       
Andhra Pradesh,KURNOOL,other oilseeds,Rabi       
Andhra Pradesh,MAHBUBNAGAR,other oilseeds,Rabi       
Andhra Pradesh,MEDAK,other oilseeds,Rabi       
Andhra Pradesh,NIZAMABAD,other oilseeds,Rabi       
Andhra Pradesh,PRAKASAM,other oilseeds,Rabi       
Andhra Pradesh,RANGAREDDI,other oilseeds,Rabi       
Andhra Pradesh,SPSR NELLORE,other oilseeds,Rabi       
Andhra Pradesh,SRIKAKULAM,other oilseeds,Rabi       
Andhra Pradesh,VISAKHAPATANAM,other oilseeds,Rabi       
Andhra Pradesh,VIZIANAGARAM,other oilseeds,Rabi       
Andhra Pradesh,WARANGAL,other oilseeds,Rabi       
Andhra Pradesh,WEST GODAVARI,other oilseeds,Rabi       
Andhra Pradesh,ADILABAD,Potato,Whole Year 
Andhra Pradesh,ANANTAPUR,Potato,Whole Year 
Andhra Pradesh,CHITTOOR,Potato,Whole Year 
Andhra Pradesh,GUNTUR,Potato,Rabi       
Andhra Pradesh,KADAPA,Potato,Whole Year 
Andhra Pradesh,KURNOOL,Potato,Whole Year 
Andhra Pradesh,MAHBUBNAGAR,Potato,Whole Year 
Andhra Pradesh,MEDAK,Potato,Whole Year 
Andhra Pradesh,NIZAMABAD,Potato,Whole Year 
Andhra Pradesh,RANGAREDDI,Potato,Whole Year 
Andhra Pradesh,SPSR NELLORE,Potato,Rabi       
Andhra Pradesh,SRIKAKULAM,Potato,Whole Year 
Andhra Pradesh,VISAKHAPATANAM,Potato,Whole Year 
Andhra Pradesh,VIZIANAGARAM,Potato,Whole Year 
Andhra Pradesh,ADILABAD,Ragi,Kharif     
Andhra Pradesh,ANANTAPUR,Ragi,Kharif     
Andhra Pradesh,CHITTOOR,Ragi,Kharif     
Andhra Pradesh,EAST GODAVARI,Ragi,Kharif     
Andhra Pradesh,GUNTUR,Ragi,Rabi       
Andhra Pradesh,KADAPA,Ragi,Kharif     
Andhra Pradesh,KHAMMAM,Ragi,Kharif     
Andhra Pradesh,KRISHNA,Ragi,Rabi       
Andhra Pradesh,KURNOOL,Ragi,Kharif     
Andhra Pradesh,MAHBUBNAGAR,Ragi,Kharif     
Andhra Pradesh,MEDAK,Ragi,Kharif     
Andhra Pradesh,NALGONDA,Ragi,Rabi       
Andhra Pradesh,NIZAMABAD,Ragi,Kharif     
Andhra Pradesh,PRAKASAM,Ragi,Rabi       
Andhra Pradesh,RANGAREDDI,Ragi,Kharif     
Andhra Pradesh,SPSR NELLORE,Ragi,Kharif     
Andhra Pradesh,SRIKAKULAM,Ragi,Kharif     
Andhra Pradesh,VISAKHAPATANAM,Ragi,Kharif     
Andhra Pradesh,VIZIANAGARAM,Ragi,Kharif     
Andhra Pradesh,WEST GODAVARI,Ragi,Rabi       
Andhra Pradesh,ADILABAD,Rapeseed &Mustard,Rabi       
Andhra Pradesh,ANANTAPUR,Rapeseed &Mustard,Rabi       
Andhra Pradesh,CHITTOOR,Rapeseed &Mustard,Rabi       
Andhra Pradesh,EAST GODAVARI,Rapeseed &Mustard,Rabi       
Andhra Pradesh,GUNTUR,Rapeseed &Mustard,Rabi       
Andhra Pradesh,KADAPA,Rapeseed &Mustard,Rabi       
Andhra Pradesh,KARIMNAGAR,Rapeseed &Mustard,Rabi       
Andhra Pradesh,KHAMMAM,Rapeseed &Mustard,Rabi       
Andhra Pradesh,KRISHNA,Rapeseed &Mustard,Rabi       
Andhra Pradesh,KURNOOL,Rapeseed &Mustard,Rabi       
Andhra Pradesh,MAHBUBNAGAR,Rapeseed &Mustard,Rabi       
Andhra Pradesh,MEDAK,Rapeseed &Mustard,Rabi       
Andhra Pradesh,NIZAMABAD,Rapeseed &Mustard,Rabi       
Andhra Pradesh,PRAKASAM,Rapeseed &Mustard,Rabi       
Andhra Pradesh,RANGAREDDI,Rapeseed &Mustard,Rabi       
Andhra Pradesh,SPSR NELLORE,Rapeseed &Mustard,Rabi       
Andhra Pradesh,VISAKHAPATANAM,Rapeseed &Mustard,Rabi       
Andhra Pradesh,VIZIANAGARAM,Rapeseed &Mustard,Rabi       
Andhra Pradesh,WEST GODAVARI,Rapeseed &Mustard,Rabi       
Andhra Pradesh,ADILABAD,Rice,Kharif     
Andhra Pradesh,ANANTAPUR,Rice,Kharif     
Andhra Pradesh,CHITTOOR,Rice,Kharif     
Andhra Pradesh,EAST GODAVARI,Rice,Kharif     
Andhra Pradesh,GUNTUR,Rice,Kharif     
Andhra Pradesh,HYDERABAD,Rice,Kharif     
Andhra Pradesh,KADAPA,Rice,Kharif     
Andhra Pradesh,KARIMNAGAR,Rice,Kharif     
Andhra Pradesh,KHAMMAM,Rice,Kharif     
Andhra Pradesh,KRISHNA,Rice,Kharif     
Andhra Pradesh,KURNOOL,Rice,Kharif     
Andhra Pradesh,MAHBUBNAGAR,Rice,Kharif     
Andhra Pradesh,MEDAK,Rice,Kharif     
Andhra Pradesh,NALGONDA,Rice,Kharif     
Andhra Pradesh,NIZAMABAD,Rice,Kharif     
Andhra Pradesh,PRAKASAM,Rice,Kharif     
Andhra Pradesh,RANGAREDDI,Rice,Kharif     
Andhra Pradesh,SPSR NELLORE,Rice,Kharif     
Andhra Pradesh,SRIKAKULAM,Rice,Kharif     
Andhra Pradesh,VISAKHAPATANAM,Rice,Kharif     
Andhra Pradesh,VIZIANAGARAM,Rice,Kharif     
Andhra Pradesh,WARANGAL,Rice,Kharif     
Andhra Pradesh,WEST GODAVARI,Rice,Kharif     
Andhra Pradesh,ADILABAD,Safflower,Rabi       
Andhra Pradesh,ANANTAPUR,Safflower,Rabi       
Andhra Pradesh,EAST GODAVARI,Safflower,Rabi       
Andhra Pradesh,GUNTUR,Safflower,Rabi       
Andhra Pradesh,KADAPA,Safflower,Rabi       
Andhra Pradesh,KARIMNAGAR,Safflower,Rabi       
Andhra Pradesh,KHAMMAM,Safflower,Rabi       
Andhra Pradesh,KRISHNA,Safflower,Rabi       
Andhra Pradesh,KURNOOL,Safflower,Rabi       
Andhra Pradesh,MAHBUBNAGAR,Safflower,Rabi       
Andhra Pradesh,MEDAK,Safflower,Rabi       
Andhra Pradesh,NALGONDA,Safflower,Rabi       
Andhra Pradesh,NIZAMABAD,Safflower,Rabi       
Andhra Pradesh,PRAKASAM,Safflower,Rabi       
Andhra Pradesh,RANGAREDDI,Safflower,Rabi       
Andhra Pradesh,SPSR NELLORE,Safflower,Rabi       
Andhra Pradesh,SRIKAKULAM,Safflower,Rabi       
Andhra Pradesh,VISAKHAPATANAM,Safflower,Rabi       
Andhra Pradesh,WARANGAL,Safflower,Rabi       
Andhra Pradesh,WEST GODAVARI,Safflower,Rabi       
Andhra Pradesh,EAST GODAVARI,Sannhamp,Whole Year 
Andhra Pradesh,GUNTUR,Sannhamp,Whole Year 
Andhra Pradesh,KURNOOL,Sannhamp,Whole Year 
Andhra Pradesh,PRAKASAM,Sannhamp,Whole Year 
Andhra Pradesh,SPSR NELLORE,Sannhamp,Rabi       
Andhra Pradesh,SRIKAKULAM,Sannhamp,Rabi       
Andhra Pradesh,VISAKHAPATANAM,Sannhamp,Kharif     
Andhra Pradesh,VIZIANAGARAM,Sannhamp,Whole Year 
Andhra Pradesh,ADILABAD,Sesamum,Kharif     
Andhra Pradesh,ANANTAPUR,Sesamum,Kharif     
Andhra Pradesh,CHITTOOR,Sesamum,Kharif     
Andhra Pradesh,EAST GODAVARI,Sesamum,Kharif     
Andhra Pradesh,GUNTUR,Sesamum,Kharif     
Andhra Pradesh,KADAPA,Sesamum,Kharif     
Andhra Pradesh,KARIMNAGAR,Sesamum,Kharif     
Andhra Pradesh,KHAMMAM,Sesamum,Kharif     
Andhra Pradesh,KRISHNA,Sesamum,Kharif     
Andhra Pradesh,KURNOOL,Sesamum,Kharif     
Andhra Pradesh,MAHBUBNAGAR,Sesamum,Rabi       
Andhra Pradesh,MEDAK,Sesamum,Rabi       
Andhra Pradesh,NALGONDA,Sesamum,Rabi       
Andhra Pradesh,NIZAMABAD,Sesamum,Kharif     
Andhra Pradesh,PRAKASAM,Sesamum,Kharif     
Andhra Pradesh,RANGAREDDI,Sesamum,Rabi       
Andhra Pradesh,SPSR NELLORE,Sesamum,Kharif     
Andhra Pradesh,SRIKAKULAM,Sesamum,Kharif     
Andhra Pradesh,VISAKHAPATANAM,Sesamum,Kharif     
Andhra Pradesh,VIZIANAGARAM,Sesamum,Kharif     
Andhra Pradesh,WARANGAL,Sesamum,Rabi       
Andhra Pradesh,WEST GODAVARI,Sesamum,Kharif     
Andhra Pradesh,ADILABAD,Small millets,Kharif     
Andhra Pradesh,ANANTAPUR,Small millets,Kharif     
Andhra Pradesh,CHITTOOR,Small millets,Kharif     
Andhra Pradesh,EAST GODAVARI,Small millets,Kharif     
Andhra Pradesh,GUNTUR,Small millets,Kharif     
Andhra Pradesh,KADAPA,Small millets,Kharif     
Andhra Pradesh,KHAMMAM,Small millets,Kharif     
Andhra Pradesh,KURNOOL,Small millets,Kharif     
Andhra Pradesh,MAHBUBNAGAR,Small millets,Kharif     
Andhra Pradesh,MEDAK,Small millets,Kharif     
Andhra Pradesh,NALGONDA,Small millets,Kharif     
Andhra Pradesh,NIZAMABAD,Small millets,Kharif     
Andhra Pradesh,PRAKASAM,Small millets,Kharif     
Andhra Pradesh,RANGAREDDI,Small millets,Rabi       
Andhra Pradesh,SPSR NELLORE,Small millets,Kharif     
Andhra Pradesh,SRIKAKULAM,Small millets,Kharif     
Andhra Pradesh,VISAKHAPATANAM,Small millets,Kharif     
Andhra Pradesh,VIZIANAGARAM,Small millets,Kharif     
Andhra Pradesh,WEST GODAVARI,Small millets,Kharif     
Andhra Pradesh,ADILABAD,Soyabean,Kharif     
Andhra Pradesh,ANANTAPUR,Soyabean,Kharif     
Andhra Pradesh,CHITTOOR,Soyabean,Kharif     
Andhra Pradesh,EAST GODAVARI,Soyabean,Kharif     
Andhra Pradesh,GUNTUR,Soyabean,Kharif     
Andhra Pradesh,KADAPA,Soyabean,Kharif     
Andhra Pradesh,KARIMNAGAR,Soyabean,Kharif     
Andhra Pradesh,KHAMMAM,Soyabean,Kharif     
Andhra Pradesh,KRISHNA,Soyabean,Kharif     
Andhra Pradesh,KURNOOL,Soyabean,Kharif     
Andhra Pradesh,MAHBUBNAGAR,Soyabean,Kharif     
Andhra Pradesh,MEDAK,Soyabean,Kharif     
Andhra Pradesh,NALGONDA,Soyabean,Kharif     
Andhra Pradesh,NIZAMABAD,Soyabean,Kharif     
Andhra Pradesh,PRAKASAM,Soyabean,Kharif     
Andhra Pradesh,RANGAREDDI,Soyabean,Kharif     
Andhra Pradesh,SPSR NELLORE,Soyabean,Rabi       
Andhra Pradesh,WARANGAL,Soyabean,Kharif     
Andhra Pradesh,WEST GODAVARI,Soyabean,Kharif     
Andhra Pradesh,ADILABAD,Sugarcane,Kharif     
Andhra Pradesh,ANANTAPUR,Sugarcane,Kharif     
Andhra Pradesh,CHITTOOR,Sugarcane,Kharif     
Andhra Pradesh,EAST GODAVARI,Sugarcane,Kharif     
Andhra Pradesh,GUNTUR,Sugarcane,Kharif     
Andhra Pradesh,KADAPA,Sugarcane,Kharif     
Andhra Pradesh,KARIMNAGAR,Sugarcane,Kharif     
Andhra Pradesh,KHAMMAM,Sugarcane,Kharif     
Andhra Pradesh,KRISHNA,Sugarcane,Kharif     
Andhra Pradesh,KURNOOL,Sugarcane,Kharif     
Andhra Pradesh,MAHBUBNAGAR,Sugarcane,Whole Year 
Andhra Pradesh,MEDAK,Sugarcane,Kharif     
Andhra Pradesh,NALGONDA,Sugarcane,Kharif     
Andhra Pradesh,NIZAMABAD,Sugarcane,Kharif     
Andhra Pradesh,PRAKASAM,Sugarcane,Kharif     
Andhra Pradesh,RANGAREDDI,Sugarcane,Kharif     
Andhra Pradesh,SPSR NELLORE,Sugarcane,Kharif     
Andhra Pradesh,SRIKAKULAM,Sugarcane,Kharif     
Andhra Pradesh,VISAKHAPATANAM,Sugarcane,Kharif     
Andhra Pradesh,VIZIANAGARAM,Sugarcane,Kharif     
Andhra Pradesh,WEST GODAVARI,Sugarcane,Kharif     
Andhra Pradesh,ADILABAD,Sunflower,Kharif     
Andhra Pradesh,ANANTAPUR,Sunflower,Kharif     
Andhra Pradesh,CHITTOOR,Sunflower,Kharif     
Andhra Pradesh,EAST GODAVARI,Sunflower,Kharif     
Andhra Pradesh,GUNTUR,Sunflower,Kharif     
Andhra Pradesh,KADAPA,Sunflower,Kharif     
Andhra Pradesh,KARIMNAGAR,Sunflower,Kharif     
Andhra Pradesh,KHAMMAM,Sunflower,Kharif     
Andhra Pradesh,KRISHNA,Sunflower,Kharif     
Andhra Pradesh,KURNOOL,Sunflower,Kharif     
Andhra Pradesh,MAHBUBNAGAR,Sunflower,Kharif     
Andhra Pradesh,MEDAK,Sunflower,Kharif     
Andhra Pradesh,NALGONDA,Sunflower,Kharif     
Andhra Pradesh,NIZAMABAD,Sunflower,Kharif     
Andhra Pradesh,PRAKASAM,Sunflower,Kharif     
Andhra Pradesh,RANGAREDDI,Sunflower,Kharif     
Andhra Pradesh,SPSR NELLORE,Sunflower,Kharif     
Andhra Pradesh,SRIKAKULAM,Sunflower,Kharif     
Andhra Pradesh,VISAKHAPATANAM,Sunflower,Kharif     
Andhra Pradesh,VIZIANAGARAM,Sunflower,Kharif     
Andhra Pradesh,WARANGAL,Sunflower,Kharif     
Andhra Pradesh,WEST GODAVARI,Sunflower,Kharif     
Andhra Pradesh,ADILABAD,Sweet potato,Whole Year 
Andhra Pradesh,ANANTAPUR,Sweet potato,Whole Year 
Andhra Pradesh,CHITTOOR,Sweet potato,Whole Year 
Andhra Pradesh,EAST GODAVARI,Sweet potato,Whole Year 
Andhra Pradesh,GUNTUR,Sweet potato,Whole Year 
Andhra Pradesh,KADAPA,Sweet potato,Whole Year 
Andhra Pradesh,KARIMNAGAR,Sweet potato,Whole Year 
Andhra Pradesh,KHAMMAM,Sweet potato,Whole Year 
Andhra Pradesh,KRISHNA,Sweet potato,Whole Year 
Andhra Pradesh,KURNOOL,Sweet potato,Whole Year 
Andhra Pradesh,MAHBUBNAGAR,Sweet potato,Whole Year 
Andhra Pradesh,PRAKASAM,Sweet potato,Whole Year 
Andhra Pradesh,RANGAREDDI,Sweet potato,Whole Year 
Andhra Pradesh,SPSR NELLORE,Sweet potato,Whole Year 
Andhra Pradesh,SRIKAKULAM,Sweet potato,Whole Year 
Andhra Pradesh,VISAKHAPATANAM,Sweet potato,Whole Year 
Andhra Pradesh,VIZIANAGARAM,Sweet potato,Whole Year 
Andhra Pradesh,WARANGAL,Sweet potato,Whole Year 
Andhra Pradesh,WEST GODAVARI,Sweet potato,Whole Year 
Andhra Pradesh,CHITTOOR,Tapioca,Whole Year 
Andhra Pradesh,EAST GODAVARI,Tapioca,Whole Year 
Andhra Pradesh,GUNTUR,Tapioca,Whole Year 
Andhra Pradesh,KHAMMAM,Tapioca,Whole Year 
Andhra Pradesh,KRISHNA,Tapioca,Whole Year 
Andhra Pradesh,MAHBUBNAGAR,Tapioca,Whole Year 
Andhra Pradesh,RANGAREDDI,Tapioca,Whole Year 
Andhra Pradesh,SPSR NELLORE,Tapioca,Whole Year 
Andhra Pradesh,SRIKAKULAM,Tapioca,Whole Year 
Andhra Pradesh,VISAKHAPATANAM,Tapioca,Whole Year 
Andhra Pradesh,VIZIANAGARAM,Tapioca,Whole Year 
Andhra Pradesh,WEST GODAVARI,Tapioca,Whole Year 
Andhra Pradesh,ADILABAD,Tobacco,Whole Year 
Andhra Pradesh,ANANTAPUR,Tobacco,Kharif     
Andhra Pradesh,CHITTOOR,Tobacco,Whole Year 
Andhra Pradesh,EAST GODAVARI,Tobacco,Kharif     
Andhra Pradesh,GUNTUR,Tobacco,Kharif     
Andhra Pradesh,KADAPA,Tobacco,Kharif     
Andhra Pradesh,KARIMNAGAR,Tobacco,Kharif     
Andhra Pradesh,KHAMMAM,Tobacco,Kharif     
Andhra Pradesh,KRISHNA,Tobacco,Kharif     
Andhra Pradesh,KURNOOL,Tobacco,Kharif     
Andhra Pradesh,MAHBUBNAGAR,Tobacco,Kharif     
Andhra Pradesh,MEDAK,Tobacco,Kharif     
Andhra Pradesh,NALGONDA,Tobacco,Kharif     
Andhra Pradesh,NIZAMABAD,Tobacco,Kharif     
Andhra Pradesh,PRAKASAM,Tobacco,Kharif     
Andhra Pradesh,SPSR NELLORE,Tobacco,Kharif     
Andhra Pradesh,SRIKAKULAM,Tobacco,Whole Year 
Andhra Pradesh,VISAKHAPATANAM,Tobacco,Kharif     
Andhra Pradesh,VIZIANAGARAM,Tobacco,Kharif     
Andhra Pradesh,WARANGAL,Tobacco,Kharif     
Andhra Pradesh,WEST GODAVARI,Tobacco,Kharif     
Andhra Pradesh,RANGAREDDI,Tobacco,Whole Year 
Andhra Pradesh,ADILABAD,Urad,Kharif     
Andhra Pradesh,ANANTAPUR,Urad,Kharif     
Andhra Pradesh,CHITTOOR,Urad,Kharif     
Andhra Pradesh,EAST GODAVARI,Urad,Rabi       
Andhra Pradesh,GUNTUR,Urad,Kharif     
Andhra Pradesh,KADAPA,Urad,Rabi       
Andhra Pradesh,KARIMNAGAR,Urad,Rabi       
Andhra Pradesh,KHAMMAM,Urad,Kharif     
Andhra Pradesh,KRISHNA,Urad,Kharif     
Andhra Pradesh,KURNOOL,Urad,Kharif     
Andhra Pradesh,MAHBUBNAGAR,Urad,Kharif     
Andhra Pradesh,MEDAK,Urad,Kharif     
Andhra Pradesh,NALGONDA,Urad,Rabi       
Andhra Pradesh,NIZAMABAD,Urad,Kharif     
Andhra Pradesh,PRAKASAM,Urad,Kharif     
Andhra Pradesh,RANGAREDDI,Urad,Kharif     
